"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg07850967",-0.0647171796083119,0.56367110729133,-3.79308347305268,0.000170895723782249,0.000473991658856876,-0.505639426804642,0.589746475774291,0.525029296165979,-0.0647171796083117,"2",54785550,"F","I","SPTBN1","5'UTR","island","5'UTR-island","chr2:54785026-54785969",NA,TRUE,"high-CpG:54638335-54639182","rs7585151","","NO"
"cg20623371",-0.0776161614939652,0.593215742062294,-3.79153688664649,0.000171927569058372,0.000476695291043359,-0.511306658521706,0.624488273149668,0.546872111655703,-0.0776161614939653,"12",53614167,"R","II","RARG","TSS200","island","TSS200-island","chr12:53613716-53615103",NA,NA,"","","","NO"
"cg03599978",0.088273686778172,0.743507788214811,3.7902770658674,0.000172828829520353,0.000479035183083286,-0.515379018308755,NA,0.796128355758977,NA,"1",219834537,"F","I","","IGR","opensea","IGR-opensea","",TRUE,NA,"","","","NO"
"cg08484526",0.057017036504867,0.579834987049045,3.78905873351393,0.000173593203310118,0.000480994235639378,-0.520382980116977,0.556862103408735,0.613879139913601,0.0570170365048669,"11",10316367,"F","I","SBF2","TSS1500","island","TSS1500-island","chr11:10316232-10316469",TRUE,NA,"","","","NO"
"cg05032903",-0.0980601136211418,0.662516285185278,-3.78673536991818,0.000175168623018981,0.000485198500232283,-0.528887351131486,0.702025942615155,0.603965828994014,-0.0980601136211415,"X",99665948,"F","I","PCDH19","TSS1500","shore","TSS1500-shore","chrX:99666131-99666381",TRUE,NA,"","","","NO"
"cg08530859",0.0272309212432396,0.954760112365833,3.78624779714112,0.000175500943565599,0.000485957866273456,-0.530671430181311,0.943788430505693,0.971019351748932,0.0272309212432391,"8",143851287,"F","I","LYNX1","TSS200","opensea","TSS200-opensea","",NA,NA,"","","","NO"
"cg16390139",0.0994200477321008,0.296987289005178,3.78417520025217,0.000177035345480637,0.000489881840392595,-0.537160450491795,NA,0.356154341801843,NA,"6",74161222,"F","I","C6orf150","Body","island","Body-island","chr6:74161086-74162090",TRUE,NA,"","","","NO"
"cg13379827",-0.0489868869914617,0.752289318395895,-3.78384626074004,0.0001771464874866,0.000490027071676507,-0.539455771307051,0.772026753445853,0.723039866454392,-0.0489868869914616,"1",65468782,"F","I","","IGR","island","IGR-island","chr1:65468272-65468828",TRUE,NA,"","rs17127217","","NO"
"cg24719005",0.0560488472409564,0.478199882417105,3.77989396403554,0.000179886359688107,0.000497441459395712,-0.553901161112275,0.455617094451088,0.511665941692045,0.0560488472409565,"2",56150675,"R","I","EFEMP1","5'UTR","island","5'UTR-island","chr2:56150340-56151180",TRUE,NA,"","","","NO"
"cg13675050",0.106812144939965,0.637262491624056,3.77856765460933,0.000180814731009841,0.000499843237212512,-0.558745579369535,0.594226530313294,0.701038675253259,0.106812144939965,"X",136628604,"R","I","","IGR","shore","IGR-shore","chrX:136629544-136630303",NA,TRUE,"","","","NO"
"cg03943218",0.0578326839904735,0.707446378305796,3.77736089292884,0.000181663349400651,0.000502023030397963,-0.563151964219022,0.684144859998955,0.741977543989428,0.0578326839904726,"10",102419600,"F","I","","IGR","island","IGR-island","chr10:102419147-102419668",NA,NA,"","","","NO"
"cg06443533",-0.0597416027260093,0.757331810565291,-3.77391693572151,0.000184105921205559,0.000508604783647897,-0.575720048396218,0.781402456323829,0.72166085359782,-0.0597416027260093,"1",1182424,"F","I","FAM132A","TSS1500","island","TSS1500-island","chr1:1181756-1182470",NA,NA,"","","","NO"
"cg00674304",0.0717910092937878,0.627690023662102,3.77199654745467,0.000185481348518719,0.000512235102653019,-0.582723502536862,0.598764519917518,0.670555529211305,0.0717910092937875,"2",25391700,"R","I","POMC","TSS200","island","TSS200-island","chr2:25391072-25391875",NA,NA,"","","","NO"
"cg26502852",0.026437447316364,0.895411919398017,3.7718499177835,0.000185586765528861,0.000512356853677496,-0.583258108792021,0.884759938197734,0.911197385514098,0.026437447316364,"17",6659199,"R","I","XAF1","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","","NO"
"cg16627854",0.0442892978918628,0.828902972730891,3.77044433338141,0.000186659904888717,0.000515149271701466,-0.58783362589433,NA,0.855304135707792,NA,"6",126848448,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","NO"
"cg22698996",-0.0765934271415851,0.509851093536353,-3.76982111395158,0.000187051154650723,0.000516058568676401,-0.590653059725764,0.540711552044856,0.46411812490327,-0.076593427141586,"1",29449036,"F","I","TMEM200B","5'UTR","island","5'UTR-island","chr1:29447699-29451847",NA,NA,"","","","NO"
"cg10174836",0.0525241630283694,0.439965750635743,3.76876741033876,0.000187816011350364,0.000517963786590894,-0.594492323519469,0.418803102425283,0.471327265453653,0.0525241630283697,"12",121163694,"R","I","ACADS","1stExon","island","1stExon-island","chr12:121163472-121163913",NA,TRUE,"","","","NO"
"cg11226183",-0.09203268493095,0.469826691635928,-3.76869906148339,0.000187865725804454,0.000517963786590894,-0.594741324108622,0.506907821972184,0.414875137041234,-0.0920326849309498,"1",93251218,"R","I","EVI5","Body","shore","Body-shore","chr1:93249938-93251096",NA,NA,"","","","NO"
"cg18988170",0.0751643604090348,0.207327104484497,3.76742959689675,0.000188791347326091,0.000520344082996425,-0.59936532323754,0.177042434999304,0.252206795408338,0.0751643604090347,"18",21719263,"F","I","CABYR","5'UTR","island","5'UTR-island","chr18:21718862-21719550",TRUE,NA,"","","","NO"
"cg07303912",0.0627751652357276,0.556465486353103,3.76542500070299,0.000190261750114371,0.000524223832604043,-0.6066640624619,0.531172579971717,0.593947745207445,0.0627751652357277,"20",6032782,"F","I","LRRN4","Body","island","Body-island","chr20:6032675-6033517",NA,TRUE,"","","","NO"
"cg23690528",-0.0806282555841568,0.206563794902687,-3.76295663343516,0.00019208717764181,0.000529078892851856,-0.615646409949671,0.239049936715721,0.158421681131564,-0.080628255584157,"7",94285270,"F","I","SGCE","Body","island","Body-island","chr7:94284858-94286527",NA,NA,"","","","NO"
"cg17547524",0.0981470416816001,0.370840046327938,3.75681077667008,0.000196766388644095,0.000541788533530906,-0.637435081575894,NA,0.429346190396045,NA,"X",117629324,"R","I","DOCK11","TSS1500","island","TSS1500-island","chrX:117629130-117629377",TRUE,NA,"","","","NO"
"cg06973595",0.0655984993336266,0.664199400740277,3.75402175171764,0.000198833833976252,0.000547300773982737,-0.648114299043471,0.637768937416535,0.703367436750161,0.0655984993336264,"4",55093096,"F","I","","IGR","island","IGR-island","chr4:55092961-55093242",NA,NA,"","","","NO"
"cg03231163",-0.0514970776238808,0.784992386138093,-3.75064689362075,0.000201759348362291,0.000554805002046932,-0.653740270205458,NA,NA,NA,"19",39360465,"F","II","RINL","Body","island","Body-island","chr19:39359916-39361160",NA,TRUE,"","","","NO"
"cg27393010",0.0931115509900071,0.273063588673344,3.7520914978987,0.000200320411913674,0.000551211041214372,-0.655119053260287,0.235547769585137,0.328659320575144,0.093111550990007,"7",121940216,"F","I","","IGR","island","IGR-island","chr7:121940006-121940648",NA,NA,"","","","NO"
"cg21167817",-0.0753315200145739,0.772864824639032,-3.75089394991911,0.000201247960179375,0.000553580987599111,-0.659463178172268,0.803216844839079,0.727885324824505,-0.0753315200145742,"1",3277557,"R","I","PRDM16","Body","shelf","Body-shelf","chr1:3275029-3275284",NA,NA,"","","","NO"
"cg05578840",0.0822159802273297,0.602449463306472,3.7461384189725,0.000205099923837628,0.000563434647727572,-0.674648703959228,NA,NA,NA,"5",76934327,"F","I","OTP","Body","shore","Body-shore","chr5:76934581-76935296",NA,TRUE,"","rs35976259","","NO"
"cg03216846",0.0975316301259228,0.34204058966479,3.74647432727388,0.000204706300674528,0.00056272340764561,-0.675484217402564,0.302743864905316,0.400275495031239,0.0975316301259229,"1",119543883,"F","I","","IGR","island","IGR-island","chr1:119543821-119544339",NA,TRUE,"","","","NO"
"cg17594860",-0.040759817716208,0.643285481898539,-3.74605867552655,0.000205034413326338,0.000563434647727572,-0.676990038291989,0.6597081269007,0.618948309184492,-0.0407598177162077,"1",19615358,"F","I","AKR7A3","TSS200","island","TSS200-island","chr1:19614998-19615660",TRUE,NA,"","","","NO"
"cg25906220",0.0734352090010501,0.670287786437275,3.74544332598989,0.000205585291559734,0.000564582355585146,-0.678663722190611,NA,0.714063032678777,NA,"4",1006004,"R","I","FGFRL1","5'UTR","island","5'UTR-island","chr4:1005930-1006282",NA,NA,"","","","NO"
"cg20944305",0.0685161123985214,0.649317348588325,3.74178119009807,0.000208439958917153,0.00057223378797039,-0.692477418565893,0.621711342136494,0.690227454535015,0.0685161123985207,"3",152553673,"F","I","P2RY1","1stExon","island","1stExon-island","chr3:152552602-152553712",NA,NA,"","","","NO"
"cg17778888",0.0744263328317687,0.835724152556872,3.74086900160139,0.000209173068102147,0.000574057756545773,-0.695778016516232,0.80573684369747,0.880163176529239,0.0744263328317695,"5",510421,"R","I","SLC9A3","Body","shore","Body-shore","chr5:507745-508835",NA,NA,"","","","NO"
"cg08070771",0.141406086144111,0.453880412294327,3.70939502768414,0.000246658836966079,0.000667504996441408,-0.697649715043908,NA,NA,NA,"3",147125758,"R","I","ZIC4","TSS1500","shore","TSS1500-shore","chr3:147126988-147128999",NA,TRUE,"","","","NO"
"cg17978425",0.072260499012035,0.728663061070519,3.73976444163285,0.00021012930585323,0.000576303421240277,-0.699216761063405,NA,0.771738054398861,NA,"3",10289658,"F","I","TATDN2","TSS1500","shore","TSS1500-shore","chr3:10289897-10290410",NA,NA,"","rs34832209","","NO"
"cg05852231",0.0841099722752386,0.580559190545788,3.73946727982934,0.000210304344669836,0.000576594189488616,-0.700848440983638,0.546670221133919,0.630780193409159,0.0841099722752393,"15",35087637,"R","I","ACTC1","5'UTR","opensea","5'UTR-opensea","",TRUE,TRUE,"","","","NO"
"cg11671913",0.0405980034273584,0.784424602262731,3.73928230494469,0.000210454060883748,0.000576815362409065,-0.701517414856115,0.768067154279863,0.808665157707222,0.0405980034273586,"5",43017685,"R","II","","IGR","shore","IGR-shore","chr5:43017968-43018668",NA,NA,"","","","NO"
"cg21095553",0.0678415249882295,0.673311137309227,3.73901288332019,0.000210672306898474,0.000577224156060954,-0.702491740601027,0.645976930639212,0.713818455627442,0.0678415249882298,"11",122753433,"F","I","C11orf63","TSS200","island","TSS200-island","chr11:122753386-122753951",TRUE,NA,"","","","NO"
"cg09879122",-0.0661745932583107,0.820364116380619,-3.73745689831738,0.000212002620496815,0.000580678652993571,-0.707559903449216,NA,0.780916974413986,NA,"12",132690651,"F","I","GALNT9","Body","shore","Body-shore","chr12:132689880-132690197",TRUE,NA,"","rs11246997","","NO"
"cg09486902",0.0908735619594184,0.371439912080769,3.73724897825482,0.000212106443588045,0.000580772608893652,-0.708869036241005,0.33482580701945,0.425699368978869,0.0908735619594181,"12",65219478,"F","I","","IGR","shore","IGR-shore","chr12:65218245-65219143",NA,TRUE,"","","","NO"
"cg25801976",0.0622216372133874,0.716994173961145,3.73476312441352,0.000214143185673949,0.000586157330642258,-0.717851720086558,0.691924291006236,0.754145928219623,0.0622216372133865,"8",48648112,"F","II","KIAA0146","3'UTR","shore","3'UTR-shore","chr8:48649766-48651653",TRUE,NA,"","","","NO"
"cg00064255",-0.0596037112098545,0.796402806229957,-3.73115278708729,0.000217540607898681,0.000594472033345818,-0.721646686010531,0.819891953504777,NA,NA,"1",90100012,"R","I","LRRC8C","5'UTR","shore","5'UTR-shore","chr1:90098230-90099292",NA,NA,"","","","NO"
"cg14771810",0.0861063641728528,0.323827191826257,3.73368866218501,0.000215029220882933,0.000588389816985267,-0.721732582011786,0.289133850921661,0.375240215094513,0.0861063641728525,"5",150052014,"F","I","MYOZ3","Body","island","Body-island","chr5:150051116-150052107",TRUE,NA,"","","","NO"
"cg19174643",0.0425741930676805,0.82516572143358,3.73312776746414,0.000215493123607328,0.000589466127902954,-0.723758069113357,0.808012041702427,0.850586234770107,0.0425741930676801,"18",13136426,"R","II","","IGR","shore","IGR-shore","chr18:13136596-13137564",TRUE,NA,"","","","NO"
"cg21868134",-0.0578749788672339,0.639647773722148,-3.73110749367326,0.000217171872518962,0.00059386377185709,-0.731051266759954,0.662966333168655,0.605091354301421,-0.0578749788672348,"1",45792660,"R","I","HPDL","1stExon","island","1stExon-island","chr1:45792419-45793301",TRUE,NA,"","","","NO"
"cg14414515",0.0982005986020254,0.31058157248198,3.73097731677165,0.000217280464701766,0.000593966296504763,-0.731521079394539,0.271015311880193,0.369215910482219,0.0982005986020254,"15",40213339,"F","I","GPR176","TSS1500","island","TSS1500-island","chr15:40211961-40213444",TRUE,NA,"","","","NO"
"cg00575851",0.0777571267110798,0.243475634589495,3.73058530000553,0.000217607790037289,0.000594472033345818,-0.732935787976395,0.212146306836973,0.289903433548053,0.0777571267110797,"X",134232238,"R","I","NCRNA00087","Body","shore","Body-shore","chrX:134232431-134233126",NA,NA,"","","","NO"
"cg01631162",-0.0604180509393376,0.482675286200335,-3.73033602145275,0.000217816173734965,0.00059484678502187,-0.733835311161772,0.507018481481719,0.446600430542381,-0.0604180509393375,"6",30043418,"F","I","RNF39","1stExon","island","1stExon-island","chr6:30042918-30043500",NA,NA,"","","","NO"
"cg16247817",0.0669169182436732,0.709072239834804,3.72864380401477,0.000219235756752159,0.000598527945067822,-0.739940202468799,0.682110568891965,0.749027487135638,0.0669169182436729,"1",153747686,"R","I","SLC27A3","TSS200","island","TSS200-island","chr1:153747655-153748698",NA,NA,"","","","NO"
"cg24842260",0.0807588982081764,0.411379503782763,3.72774495649389,0.000219993330806826,0.000600399962613598,-0.743181856884353,0.378840724407623,0.4595996226158,0.0807588982081771,"10",77164147,"R","I","C10orf41","Body","island","Body-island","chr10:77155128-77169600",NA,NA,"","","","NO"
"cg03202526",0.0960231586689113,0.286358407041294,3.72742668257902,0.000220262171864713,0.000600884678889388,-0.744329522696948,0.24766946447081,0.343692623139722,0.0960231586689114,"X",139587311,"F","I","SOX3","TSS200","island","TSS200-island","chrX:139585867-139588578",NA,NA,"","","","NO"
"cg22196952",-0.0960576707056039,0.560923945698812,-3.72736442993975,0.000220314791888699,0.000600884678889388,-0.744553989147604,0.599626793604467,0.503569122898864,-0.0960576707056037,"12",52400663,"F","I","GRASP","TSS200","island","TSS200-island","chr12:52400467-52401696",TRUE,NA,"","","","NO"
"cg14335782",0.070107054177329,0.225308372252805,3.72664646248665,0.000220922521833861,0.000602345544190624,-0.747142535369757,0.197061355278444,0.267168409455773,0.0701070541773289,"20",33146543,"R","I","MAP1LC3A","1stExon","island","1stExon-island","chr20:33146135-33147318",TRUE,NA,"high-CpG:32610161-32610235","","","NO"
"cg26314055",-0.0793592533700724,0.648567405713297,-3.72588750606741,0.000221566664387327,0.000603904702868429,-0.749878355459012,0.680542250517744,0.601182997147671,-0.0793592533700724,"1",1182658,"F","I","FAM132A","TSS1500","shore","TSS1500-shore","chr1:1181756-1182470",NA,NA,"","","","NO"
"cg05201970",0.0327784064020991,0.0628562287486348,3.72496465117543,0.000222352295092069,0.000605848360469389,-0.753204280504309,0.0496493951011871,0.0824278015032863,0.0327784064020991,"5",45696206,"R","I","HCN1","5'UTR","island","5'UTR-island","chr5:45695394-45696510",NA,NA,"","","","NO"
"cg20540714",0.116607279939136,0.51044377349956,3.71658253223448,0.000231704048768415,0.000629072350799916,-0.75664574511269,NA,NA,NA,"6",10415873,"F","I","TFAP2A","Body","shore","Body-shore","chr6:10417384-10417842",TRUE,TRUE,"","","","NO"
"cg21000447",0.0433207636470626,0.648990217620545,3.72202177393027,0.000224875145533015,0.000612522649423805,-0.76380512384979,0.631535735180223,0.674856498827286,0.0433207636470625,"22",41634226,"R","I","CHADL","Body","island","Body-island","chr22:41633520-41634842",TRUE,TRUE,"","","","NO"
"cg00066942",0.0890346627433592,0.626695354064181,3.72166277006894,0.000225184748931361,0.000613166034084937,-0.765097792654811,0.59082216470642,0.679856827449779,0.0890346627433597,"2",149401448,"R","II","EPC2","TSS1500","shore","TSS1500-shore","chr2:149401671-149403498",NA,NA,"","","","NO"
"cg18740429",0.0503340173122374,0.88828327318945,3.71982135108326,0.000226779102945394,0.000617306166831484,-0.77172637533026,0.868003062330636,0.918337079642873,0.0503340173122379,"10",134844716,"F","I","","IGR","island","IGR-island","chr10:134844442-134844934",NA,NA,"","","","NO"
"cg25806701",-0.0503429283359818,0.553388120249374,-3.71914014948486,0.000227371596948877,0.000618717368374892,-0.774177729145335,0.573671921472124,0.523328993136142,-0.0503429283359823,"4",155663990,"R","I","LRAT","TSS1500","island","TSS1500-island","chr4:155663809-155664315",NA,NA,"","","","NO"
"cg05289253",0.0531165587190593,0.635134257016177,3.71827340403763,0.000228127581010745,0.000620572390675272,-0.777296169020311,0.613732925105099,0.666849483824159,0.0531165587190596,"11",123301674,"R","I","","IGR","island","IGR-island","chr11:123301049-123302149",TRUE,NA,"high-CpG:122806050-122807153","","","NO"
"cg02657292",0.092875942674908,0.479218254930429,3.71777820800024,0.000228560558093005,0.000621547819762034,-0.779077516210848,0.441797365406073,0.534673308080981,0.0928759426749081,"7",138720909,"R","I","ZC3HAV1L","TSS200","island","TSS200-island","chr7:138720044-138721019",NA,NA,"","","","NO"
"cg10201390",0.0624647402953291,0.64059230836853,3.71714149606252,0.000229118407845194,0.000622862082375123,-0.781367606286389,0.615424476113616,0.677889216408946,0.0624647402953293,"X",37706936,"R","I","DYNLT3","TSS200","island","TSS200-island","chrX:37706295-37706972",TRUE,NA,"","","","NO"
