"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GBM_AVG","OLIGO_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg23365554",0.404758397691846,0.22221998134101,25.0659691112693,1.71119816436445e-80,3.9698276770621e-80,172.249826369474,0.030248855578591,0.435007253270438,0.404758397691847,"19",54975006,"R","I","LENG9","TSS200","island","TSS200-island","chr19:54974175-54976819",NA,NA,"","","","UP"
"cg00735923",0.482015874931086,0.341064441835596,25.0637438188949,2.11432374400686e-80,4.90368144292985e-80,172.041230120524,NA,0.593812020954188,NA,"7",117119963,"R","II","CFTR","TSS200","opensea","TSS200-opensea","",NA,NA,"low-CpG:116906174-116907321","","","UP"
"cg20092531",0.565487033480929,0.544786703245952,25.0630049158586,2.12849171800755e-80,4.93517063897726e-80,172.034546333775,NA,0.841302826819047,NA,"18",54789058,"R","I","","IGR","island","IGR-island","chr18:54788959-54789194",NA,NA,"","","","UP"
"cg03846926",0.467391550016073,0.264604386502069,25.0621597192742,2.14481439101758e-80,4.97163690970058e-80,172.026900995313,NA,0.509683623329982,NA,"10",21807211,"R","I","C10orf140","5'UTR","shore","5'UTR-shore","chr10:21805197-21805459",NA,NA,"","","","UP"
"cg13090478",0.426541867595395,0.236248286875001,25.0404152711136,2.15676018537469e-80,4.99794024649657e-80,172.018234768239,0.0339455725297564,0.460487440125151,0.426541867595395,"11",116706372,"R","I","","IGR","shore","IGR-shore","chr11:116706481-116706910",NA,TRUE,"","","","UP"
"cg09905475",0.441603545013604,0.276442241111228,25.0386508070901,2.19150487602643e-80,5.07704706997359e-80,172.002241197934,0.0669959883333475,0.508599533346951,0.441603545013604,"22",29469461,"F","I","KREMEN1","Body","island","Body-island","chr22:29468639-29470233",NA,NA,"","","","UP"
"cg06220235",0.476449154412293,0.451373768720576,25.0267434305251,2.4410919095394e-80,5.65369609434215e-80,171.894301378281,0.225400741199317,0.70184989561161,0.476449154412293,"16",11349023,"R","I","SOCS1","Body","island","Body-island","chr16:11348541-11350803",NA,NA,"","","","UP"
"cg23244289",0.440790866553039,0.240063065291164,25.019173879713,2.61435624952462e-80,6.05330712542369e-80,171.825676329532,0.0310022542974368,0.471793120850476,0.440790866553039,"5",79331135,"F","I","THBS4","5'UTR","island","5'UTR-island","chr5:79330928-79331488",NA,NA,"high-CpG:79366879-79367034","","","UP"
"cg10421979",0.377600653248519,0.224811582067914,25.0120945785223,2.78752591673916e-80,6.45247755844803e-80,171.761490636381,0.0457209865271874,0.423321639775707,0.377600653248519,"17",48546321,"F","I","CHAD","TSS200","island","TSS200-island","chr17:48545570-48546900",NA,TRUE,"","","","UP"
"cg23393521",0.350140861608122,0.205619100515058,25.0075614673104,2.90439717806805e-80,6.72114515944057e-80,171.72038776363,0.0395522918666351,0.389693153474756,0.350140861608121,"2",171571097,"R","I","LOC440925","TSS200","island","TSS200-island","chr2:171569877-171573904",NA,TRUE,"","","","UP"
"cg23295127",0.483250916367008,0.285234187466462,25.005439210066,2.96078635962175e-80,6.84973947612298e-80,171.70114400755,0.0560351814181099,0.539286097785118,0.483250916367008,"8",81083339,"F","I","TPD52","Body","island","Body-island","chr8:81083320-81084057",TRUE,NA,"","","","UP"
"cg15326452",0.527082404036424,0.561659042152844,25.0260525108663,2.97272790295879e-80,6.8754620435542e-80,171.700220962365,NA,0.838037494699163,NA,"2",27371820,"R","I","TCF23","TSS200","shore","TSS200-shore","chr2:27373013-27373214",NA,NA,"","","","UP"
"cg13356117",0.42885871266303,0.366015030791117,24.9876238541608,3.47951060378569e-80,8.04534502740816e-80,171.539583851025,0.16261346992808,0.59147218259111,0.42885871266303,"11",113185561,"R","I","TTC12","5'UTR","island","5'UTR-island","chr11:113185332-113185663",NA,NA,"high-CpG:112690514-112690792","","","UP"
"cg14482902",0.50971298604402,0.456000190192881,24.9812584446558,3.68614294562455e-80,8.52076318974752e-80,171.481850839975,0.214250602526289,0.723963588570309,0.50971298604402,"17",36714803,"R","I","SRCIN1","Body","island","Body-island","chr17:36714408-36714825",NA,TRUE,"","","","UP"
"cg27557378",0.450910845606741,0.378535827668509,24.976103722422,3.86244462741957e-80,8.92582639487222e-80,171.43509554708,0.164675255180741,0.615586100787482,0.450910845606741,"16",2286786,"R","I","DNASE1L2","5'UTR","island","5'UTR-island","chr16:2286600-2288073",NA,TRUE,"","","","UP"
"cg15389472",0.531027797390443,0.453885926573137,24.961194485305,4.42134891341605e-80,1.0214587616891e-79,171.299848105276,0.202027028382241,0.733054825772685,0.531027797390443,"1",182361528,"R","I","GLUL","TSS200","island","TSS200-island","chr1:182359697-182361563",NA,NA,"","","","UP"
"cg21799346",0.454439309698652,0.314469329738046,24.9520331449728,4.80423961208249e-80,1.10961066406793e-79,171.216731014537,0.0989352571381138,0.553374566836766,0.454439309698653,"11",2905372,"R","I","CDKN1C","Body","island","Body-island","chr11:2905023-2907024",NA,NA,"","","rs68019446","UP"
"cg13927387",0.35068303404495,0.180235801952978,24.9490205124974,4.93726852318219e-80,1.14002048763582e-79,171.18939679884,0.0139118486630875,0.364594882708037,0.35068303404495,"11",101980807,"F","I","YAP1","TSS1500","island","TSS1500-island","chr11:101980632-101982330",TRUE,NA,"high-CpG:101485946-101486878","","","UP"
"cg05647859",0.478425760507158,0.276999945546825,24.9423318011321,5.24595585448943e-80,1.21096201183765e-79,171.128705541803,0.0500894419920014,0.528515202499159,0.478425760507158,"12",81331718,"R","I","LIN7A","TSS200","shore","TSS200-shore","chr12:81330608-81331514",TRUE,NA,"","","","UP"
"cg16304656",0.547027520852476,0.590771681837287,24.9815015199332,5.38196775263764e-80,1.24201543109212e-79,171.109309614361,NA,0.876860787570479,NA,"7",641337,"R","II","PRKAR1B","Body","shelf","Body-shelf","chr7:644181-644461",TRUE,NA,"","","","UP"
"cg20130571",0.544137654050658,0.548469842392631,25.3605281055274,6.79131632555581e-80,1.56639029772759e-79,170.93624740719,NA,NA,NA,"3",35974541,"R","II","","IGR","opensea","IGR-opensea","",NA,TRUE,"","","","UP"
"cg21878859",0.51875130489618,0.390505560281546,25.5287651612403,7.0305370640231e-80,1.62111804120478e-79,170.926487476235,NA,NA,NA,"5",95767724,"F","II","PCSK1","Body","shore","Body-shore","chr5:95768874-95769080",NA,TRUE,"","","","UP"
"cg15876825",0.442201868564271,0.559278952325399,24.9178147549581,6.55211041681293e-80,1.5116357476403e-79,170.906207388089,0.349548923234916,0.791750791799187,0.442201868564271,"3",11651881,"F","I","VGLL4","Body","opensea","Body-opensea","",NA,TRUE,"","rs11708985","","UP"
"cg21731345",0.513315255562051,0.320792825260629,25.3953924322337,7.62915211264123e-80,1.75817756548979e-79,170.827569811068,NA,NA,NA,"19",7554201,"F","I","PEX11G","TSS1500","shore","TSS1500-shore","chr19:7553699-7554033",NA,TRUE,"","","","UP"
"cg11416095",0.445942722419238,0.240432340352876,24.906634577847,7.25139092504314e-80,1.67158167184907e-79,170.804724654341,0.0289280777197515,0.474870800138989,0.445942722419238,"1",31627721,"F","I","","IGR","shore","IGR-shore","chr1:31628100-31628493",NA,NA,"","","","UP"
"cg15536947",0.584026555411666,0.568051146539615,25.2749642193834,7.70410630813232e-80,1.77496150298228e-79,170.799734592805,NA,NA,NA,"17",65471303,"R","I","PITPNC1","Body","opensea","Body-opensea","",NA,TRUE,"","","","UP"
"cg15089892",0.413150340823192,0.238463015679387,24.8987314302163,7.79033429038349e-80,1.79433285530366e-79,170.732980081031,0.0425117111746731,0.455662051997866,0.413150340823193,"3",101568188,"F","I","NFKBIZ","5'UTR","island","5'UTR-island","chr3:101568107-101569046",NA,NA,"","","","UP"
"cg04812509",0.482556176677443,0.331115244873384,24.9178609964681,7.91197655934547e-80,1.82184818568832e-79,170.7205717713,NA,0.584146134076743,NA,"10",90342738,"F","II","RNLS","Body","island","Body-island","chr10:90342528-90343221",NA,NA,"","","","UP"
"cg22698996",0.428182443954269,0.239016497224454,24.8854603420925,8.78707270041222e-80,2.02279430529743e-79,170.612491492815,0.035935680949001,0.46411812490327,0.428182443954269,"1",29449036,"F","I","TMEM200B","5'UTR","island","5'UTR-island","chr1:29447699-29451847",NA,NA,"","","","UP"
"cg24274117",0.496664287265528,0.388354864805748,24.8961672037642,9.62921481725409e-80,2.21604574609754e-79,170.523998221598,NA,0.648783416581082,NA,"20",62185401,"R","I","C20orf195","5'UTR","island","5'UTR-island","chr20:62185073-62185572",NA,NA,"","","","UP"
"cg24878115",0.389664159793809,0.746379081464925,24.8731746113732,9.82328794902064e-80,2.26008668482838e-79,170.500933378359,0.561566937105575,0.951231096899384,0.389664159793809,"19",18545062,"R","I","SSBP4","3'UTR","island","3'UTR-island","chr19:18543828-18549161",NA,NA,"","","","UP"
"cg04849541",0.482594956442303,0.471038473917622,24.8662526468566,1.04601083445032e-79,2.40594011866684e-79,170.4380732618,0.242150580290701,0.724745536733004,0.482594956442303,"5",1931620,"F","I","","IGR","island","IGR-island","chr5:1930754-1931986",TRUE,NA,"","","","UP"
"cg03211192",0.653969106106612,0.525966361197802,32.5500740085613,2.77151545850719e-79,6.35205490819453e-79,170.278332859721,NA,NA,NA,"7",3018607,"R","I","CARD11","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","","UP"
"cg04672538",0.502687321354697,0.322865037759716,25.013066584772,1.29008070301913e-79,2.96651092568725e-79,170.253859840393,NA,NA,NA,"17",66287071,"F","II","ARSG","5'UTR","island","5'UTR-island","chr17:66286541-66288532",NA,NA,"","","","UP"
"cg05526905",0.407168288655436,0.227233899312436,24.8388624167432,1.34122271818926e-79,3.08326213201791e-79,170.189288999554,0.0341197966930007,0.441288085348437,0.407168288655436,"11",119455808,"F","I","","IGR","island","IGR-island","chr11:119455153-119456102",TRUE,TRUE,"","rs7925390","","UP"
"cg18443253",-0.463318091175025,0.296806395939677,-24.8322404619872,1.42432044186469e-79,3.273390088401e-79,170.129130912184,0.516551547754117,0.0532334565790918,-0.463318091175025,"14",38678420,"R","I","SSTR1","5'UTR","island","5'UTR-island","chr14:38678245-38680937",TRUE,NA,"high-CpG:37748031-37748756","","","DOWN"
"cg25156485",0.481017198132998,0.443342800273614,24.827950975461,1.48087997673262e-79,3.40243985853253e-79,170.090160146339,0.215203214873392,0.69622041300639,0.481017198132998,"X",64887827,"R","I","MSN","Body","island","Body-island","chrX:64887549-64887837",TRUE,NA,"","","","UP"
"cg24974704",0.500248515082535,0.512265838642138,24.8393665571246,1.61080827501094e-79,3.69994290058878e-79,170.009089244101,NA,0.774573799272808,NA,"8",144577238,"F","I","ZC3H3","Body","opensea","Body-opensea","",TRUE,NA,"","","","UP"
"cg17405234",-0.500898024277961,0.301799674881917,-24.8342798454313,1.68679291859734e-79,3.87341067673507e-79,169.962961544019,NA,0.0391511406616684,NA,"4",91048419,"R","I","FAM190A","TSS1500","island","TSS1500-island","chr4:91048411-91049682",TRUE,NA,"","","","DOWN"
"cg23967540",0.509065761692172,0.287209210017345,24.8074426788164,1.78397564027427e-79,4.0954472379366e-79,169.90381338585,0.0457665916147726,0.554832353306944,0.509065761692172,"8",21906746,"R","I","","IGR","shore","IGR-shore","chr8:21905461-21905757",TRUE,NA,"","","","UP"
"cg15550572",0.434609646652981,0.255509308526952,24.8016933619615,1.87958990272134e-79,4.31376210091595e-79,169.851565284658,0.0493801618286814,0.483989808481663,0.434609646652981,"1",2064441,"R","I","PRKCZ","5'UTR","shore","5'UTR-shore","chr1:2064628-2064855",NA,TRUE,"","rs34415348","","UP"
"cg00875805",0.536996356098674,0.44635168304987,24.7959958710691,1.97940337334404e-79,4.54159181019394e-79,169.799784942863,0.191661982728785,0.728658338827459,0.536996356098674,"4",140656749,"F","I","MAML3","Body","island","Body-island","chr4:140655962-140657135",TRUE,NA,"","","","UP"
"cg11896550",0.615268120694439,0.466000850107433,31.4838243153038,4.16133952466122e-79,9.51912113609524e-79,169.797688726929,NA,NA,NA,"19",55691864,"F","II","SYT5","TSS200","shore","TSS200-shore","chr19:55690182-55691623",NA,NA,"","rs3810354","","UP"
"cg05658887",0.50933379702974,0.489115519354274,24.7828587475448,2.23024800139778e-79,5.11573086317326e-79,169.680378996295,0.247545775620169,0.756879572649909,0.50933379702974,"2",8833616,"F","I","","IGR","opensea","IGR-opensea","",TRUE,TRUE,"","","","UP"
"cg21001198",0.485327070289934,0.464463173932102,24.7715070752735,2.47249473589023e-79,5.66983832655145e-79,169.577187671903,0.234279477737447,0.719606548027381,0.485327070289934,"20",6033205,"R","I","LRRN4","Body","island","Body-island","chr20:6032675-6033517",NA,TRUE,"","","","UP"
"cg14999001",0.445529096461436,0.261376882708504,24.7590439677766,2.7689084429402e-79,6.34782138647707e-79,169.463878335254,0.0500687969582227,0.495597893419659,0.445529096461437,"7",45197441,"F","I","RAMP3","1stExon","island","1stExon-island","chr7:45197181-45197807",NA,NA,"","","","UP"
"cg14514600",0.48475768865129,0.262596649884546,24.7541312732231,2.89529942255225e-79,6.6339361974771e-79,169.419209981313,0.0326830032670766,0.517440691918367,0.484757688651291,"9",4666477,"R","I","C9orf68","1stExon","shelf","1stExon-shelf","chr9:4662252-4662951",NA,NA,"","","","UP"
"cg00912926",0.443482824919282,0.263918559850321,24.7490629673121,3.03175068963558e-79,6.94467925999881e-79,169.373124254392,0.0535809914600324,0.497063816379315,0.443482824919282,"10",134775610,"R","I","","IGR","shore","IGR-shore","chr10:134774213-134774485",TRUE,TRUE,"","","","UP"
"cg12516359",0.51000127717925,0.630425613352337,24.8505035772684,3.10576935375369e-79,7.11227992907301e-79,169.364611002604,NA,0.895034971656933,NA,"11",17717280,"R","I","","IGR","shore","IGR-shore","chr11:17717505-17717767",NA,TRUE,"","","","UP"
"cg02501827",0.526293683203358,0.398647206958987,24.7453505408908,3.13576683960028e-79,7.17900689997829e-79,169.33936583647,0.149033631496823,0.675327314700181,0.526293683203358,"11",11862879,"R","I","USP47","TSS200","shore","TSS200-shore","chr11:11863272-11864018",TRUE,NA,"high-CpG:11819407-11820319","","","UP"
"cg24121069",0.566890787659068,0.573064310860311,24.7282747651591,3.66215914132284e-79,8.38182944290714e-79,169.184072285338,0.304196108713438,0.871086896372506,0.566890787659068,"13",114202741,"R","I","TMCO3","Body","island","Body-island","chr13:114202596-114202862",NA,NA,"","","","UP"
"cg12210286",0.382843130163148,0.243149135925973,24.7148399896706,4.13779943236208e-79,9.46786536783151e-79,169.061871258149,0.061572108477166,0.444415238640314,0.382843130163148,"19",40732316,"F","I","CNTD2","1stExon","island","1stExon-island","chr19:40732075-40732665",TRUE,TRUE,"","","","UP"
"cg15931471",0.523943644092038,0.6128720005797,24.7941346806586,4.26793798946717e-79,9.76029399507494e-79,169.043332613913,NA,0.885443838546656,NA,"15",67033330,"R","I","SMAD6","Body","opensea","Body-opensea","",NA,TRUE,"","","","UP"
"cg24620338",0.358106034681453,0.190940258854197,24.6985368365462,4.79882216663295e-79,1.09713629939933e-78,168.913556080461,0.0210956824052795,0.379201717086733,0.358106034681453,"11",71498715,"R","I","FAM86C","Body","island","Body-island","chr11:71497571-71499065",NA,NA,"high-CpG:71176145-71176365","","","UP"
"cg19735250",0.427861402530326,0.651974527411046,24.6937477867299,5.01238129555861e-79,1.14564797108336e-78,168.869983567078,0.449045976496663,0.87690737902699,0.427861402530327,"17",43318610,"R","I","FMNL1","Body","island","Body-island","chr17:43318429-43319243",TRUE,TRUE,"","","","UP"
"cg13539030",0.385343694817302,0.198954039938487,24.6918327167383,5.1004204951827e-79,1.16545166347802e-78,168.852558937425,0.0161910303965667,0.401534725213869,0.385343694817302,"2",235405968,"F","I","ARL4C","TSS1500","island","TSS1500-island","chr2:235404502-235406541",NA,NA,"","","","UP"
"cg22700691",0.553329709450452,0.354237418987616,25.0808099771574,6.32552639515855e-79,1.44499446281527e-78,168.700936360234,NA,NA,NA,"10",21814388,"R","I","C10orf140","5'UTR","shore","5'UTR-shore","chr10:21814786-21815716",NA,NA,"","","","UP"
"cg16236270",-0.570488781771028,0.42693751729638,-24.7073325076278,6.4246776628726e-79,1.4672432256872e-78,168.627746427098,NA,0.128578441772451,NA,"7",99697319,"F","I","MCM7","Body","shore","Body-shore","chr7:99698173-99699646",NA,NA,"","","","DOWN"
"cg13796250",0.576169497885525,0.635979513314812,25.3134823009247,8.41916753488327e-79,1.92116158389552e-78,168.452236567902,NA,NA,NA,"6",108169200,"R","I","","IGR","shore","IGR-shore","chr6:108169396-108169790",NA,NA,"","","","UP"
"cg19622755",0.551475738123828,0.547985990945457,24.7032255573145,8.03662589781345e-79,1.83487217136741e-78,168.406834010533,NA,0.835643364433679,NA,"2",47169299,"R","I","MCFD2","TSS1500","shore","TSS1500-shore","chr2:47167858-47168978",NA,NA,"","","","UP"
"cg23946695",0.44312234069221,0.263232428449283,24.6413538276311,8.07206159971762e-79,1.8424590875421e-78,168.393138032105,0.0530658325781206,0.496188173270331,0.44312234069221,"6",1609223,"R","I","FOXC1","TSS1500","island","TSS1500-island","chr6:1604606-1615866",NA,NA,"","","rs74596504","UP"
"cg11162118",0.530206489584344,0.641499946079138,24.6564942188186,8.46080719569953e-79,1.93013608172785e-78,168.349146131761,NA,0.919516529442849,NA,"11",31837104,"F","I","PAX6","5'UTR","island","5'UTR-island","chr11:31831620-31839038",NA,NA,"","","","UP"
"cg02879223",0.521675855253084,0.505372370453733,24.6320228458355,8.78721673926865e-79,2.00405155991947e-78,168.308187258499,0.257948964819413,0.779624820072498,0.521675855253085,"X",69672415,"R","I","DLG3","5'UTR","shelf","5'UTR-shelf","chrX:69674799-69675305",TRUE,NA,"high-CpG:69588835-69589182","","","UP"
"cg10072995",0.479117966769198,0.27518572488712,24.6120604625795,1.05374498564041e-78,2.40256157479256e-78,168.126418058249,0.0479469177908716,0.52706488456007,0.479117966769198,"9",95895956,"R","II","NINJ1","Body","shore","Body-shore","chr9:95896007-95897016",NA,NA,"","","","UP"
"cg03113878",0.51064558841416,0.274924533921405,24.6103578187338,1.07019900866846e-78,2.4394113283537e-78,168.110912696918,0.0327326262735466,0.543378214687706,0.51064558841416,"7",100091364,"R","I","C7orf51","Body","island","Body-island","chr7:100091180-100091598",TRUE,NA,"","","","UP"
