"","logFC","AveExpr","t","P.Value","adj.P.Val","B","ASTRO_AVG","GBM_AVG","deltaBeta","CHR","MAPINFO","Strand","Type","gene","feature","cgi","feat.cgi","UCSC_CpG_Islands_Name","DHS","Enhancer","Phantom","Probe_SNPs","Probe_SNPs_10","diffexpressed"
"cg25047056",-0.331181544799513,0.426481808236934,-17.1715703382723,7.44931326965237e-51,1.28471434877531e-50,103.934107092805,0.568196701825563,0.23701515702605,-0.331181544799514,"10",30347964,"R","I","KIAA1462","5'UTR","island","5'UTR-island","chr10:30347599-30348416",TRUE,NA,"","","","DOWN"
"cg09599843",-0.391063331232547,0.730303349960345,-17.176676946101,7.9265437324302e-51,1.36645370079905e-50,103.876762499218,0.896596635671382,NA,NA,"7",4049718,"R","I","SDK1","Body","opensea","Body-opensea","",NA,NA,"","","","DOWN"
"cg23881278",-0.366354768898231,0.377089687376314,-17.1635399227484,8.09015382806822e-51,1.39437064327794e-50,103.851693320704,0.533855448951371,0.16750068005314,-0.366354768898232,"11",113346299,"F","I","DRD2","TSS1500","island","TSS1500-island","chr11:113345068-113346328",NA,NA,"","","","DOWN"
"cg03118626",-0.308376161504451,0.214544474334058,-17.1580035823424,8.56375417839328e-51,1.47569311894178e-50,103.794879838566,0.346500785303405,0.0381246237989536,-0.308376161504451,"19",51523252,"R","I","KLK10","5'UTR","shore","5'UTR-shore","chr19:51522004-51522803",NA,NA,"","","","DOWN"
"cg22205015",-0.25132783422812,0.164184865013375,-17.1468525754024,9.60337834862278e-51,1.65449830324592e-50,103.680459872264,0.271729798729594,0.0204019645014735,-0.25132783422812,"7",77045241,"R","I","PION","Body","island","Body-island","chr7:77044840-77045719",TRUE,NA,"","","","NO"
"cg15219228",-0.438776730185403,0.494202112430283,-17.1518662254053,9.65580710777089e-51,1.66318788821274e-50,103.677347180455,0.681372605726154,NA,NA,"6",35479628,"F","I","TULP1","Body","island","Body-island","chr6:35479388-35479678",NA,TRUE,"","","","DOWN"
"cg26802291",-0.260698932135228,0.173174749328275,-17.1450464992185,9.78324291037804e-51,1.68479099718199e-50,103.661929165906,0.284729641218698,0.0240307090834704,-0.260698932135228,"19",19372387,"F","I","HAPLN4","Body","island","Body-island","chr19:19371675-19372393",TRUE,TRUE,"high-CpG:19233370-19233516","rs79477190","","NO"
"cg19923650",0.335974745664704,0.262669842487142,17.1468795207709,1.01629486642738e-50,1.74982013893948e-50,103.626227751579,0.119351943986815,NA,NA,"5",172659730,"R","I","NKX2-5","3'UTR","island","3'UTR-island","chr5:172659049-172660277",NA,NA,"","","","UP"
"cg10455938",-0.378466006286324,0.293536548751483,-17.3185992632021,1.1829424500387e-50,2.03590878195783e-50,103.539523303889,NA,NA,NA,"22",40058150,"F","I","CACNA1I","Body","island","Body-island","chr22:40057941-40058844",NA,NA,"","rs136853","","DOWN"
"cg16095951",-0.277076331727812,0.18044534067821,-17.1300729196282,1.14101015367071e-50,1.96414564676801e-50,103.508311839462,0.299008236115228,0.0219319043874151,-0.277076331727813,"6",108455178,"F","I","","IGR","island","IGR-island","chr6:108455060-108455273",TRUE,TRUE,"","","","NO"
"cg05095158",-0.339283909230762,0.374962429853945,-17.1227045929687,1.23072285407672e-50,2.11770519525374e-50,103.43272812384,0.52014438171083,0.180860472480067,-0.339283909230763,"11",13030873,"R","I","RASSF10","1stExon","island","1stExon-island","chr11:13030330-13032584",TRUE,TRUE,"high-CpG:12987436-12987461","","","DOWN"
"cg14150468",-0.334898228567016,0.263136876762208,-17.1268727630738,1.24795635436619e-50,2.14691667717776e-50,103.421164491262,0.405995561675411,NA,NA,"8",67625464,"F","II","SGK3","5'UTR","shore","5'UTR-shore","chr8:67624608-67625424",TRUE,NA,"","","","DOWN"
"cg22740547",-0.346946535051738,0.389872557253434,-17.1192202412157,1.3499111210692e-50,2.32183601099693e-50,103.342740717778,0.537870729548232,NA,NA,"11",13030876,"R","I","RASSF10","1stExon","island","1stExon-island","chr11:13030330-13032584",TRUE,TRUE,"high-CpG:12987436-12987461","","","DOWN"
"cg15356923",-0.372651029842576,0.357647685349913,-17.129378732368,1.36321179545551e-50,2.34423041153465e-50,103.336959513119,NA,NA,NA,"3",68981011,"F","I","FAM19A4","5'UTR","island","5'UTR-island","chr3:68980783-68982035",NA,NA,"","","","DOWN"
"cg19092317",-0.389954964896093,0.285830512885085,-17.1224453205221,1.4635506418425e-50,2.51625891375843e-50,103.265376676788,NA,NA,NA,"5",72739768,"R","I","","IGR","shore","IGR-shore","chr5:72740051-72740800",NA,TRUE,"","","","DOWN"
"cg11791751",-0.329339444056277,0.248645704207164,-17.1086993917741,1.5915852103556e-50,2.73582363113388e-50,103.180611898791,0.38869191639932,NA,NA,"1",13910138,"R","II","PDPN","TSS200","island","TSS200-island","chr1:13910137-13910868",TRUE,NA,"","","","DOWN"
"cg24842260",-0.306608104979291,0.247640977160671,-17.0778411569769,1.95093168998513e-50,3.35282520842127e-50,102.972660310855,0.378840724407623,0.0722326194283316,-0.306608104979292,"10",77164147,"R","I","C10orf41","Body","island","Body-island","chr10:77155128-77169600",NA,NA,"","","","DOWN"
"cg02898094",0.295312701743021,0.195135066093897,17.07494378496,2.00983455736193e-50,3.4533438692311e-50,102.94295638177,0.0687687006968835,0.364081402439904,0.29531270174302,"7",96634914,"R","I","DLX6AS","Body","island","Body-island","chr7:96634622-96634915",TRUE,TRUE,"","","","NO"
"cg07861448",-0.431572252264456,0.599634835659315,-17.189499560769,2.1513500199824e-50,3.6957388580985e-50,102.921697515775,NA,NA,NA,"8",72757787,"R","I","MSC","TSS1500","shore","TSS1500-shore","chr8:72755783-72756667",NA,NA,"","rs979449","","DOWN"
"cg12486498",-0.408697757666067,0.596826506955767,-17.0630074058368,2.40295852037359e-50,4.12712078108573e-50,102.766876440888,0.771166109876258,NA,NA,"1",230975106,"R","I","C1orf198","3'UTR","opensea","3'UTR-opensea","",NA,NA,"","","","DOWN"
"cg01952313",-0.394105350982558,0.300882291649768,-17.2492406830727,2.68765792709102e-50,4.61419940873785e-50,102.716059035084,NA,NA,NA,"13",36050881,"R","I","MIR548F5","Body","shore","Body-shore","chr13:36052553-36053119",TRUE,NA,"","","","DOWN"
"cg26818735",0.264461148237802,0.131992699355035,17.080572141327,2.66654607533217e-50,4.57889535731242e-50,102.674757629215,0.0209689154250154,NA,NA,"7",19156621,"F","I","TWIST1","1stExon","island","1stExon-island","chr7:19156050-19158042",TRUE,NA,"high-CpG:19123139-19123254","","","NO"
"cg01061391",-0.385729963110502,0.705597779729414,-17.0600972415693,3.286433024703e-50,5.63986472645211e-50,102.46530185838,NA,NA,NA,"13",79168573,"R","I","","IGR","shore","IGR-shore","chr13:79170114-79171231",NA,TRUE,"","","","DOWN"
"cg14433497",0.392760398065896,0.255670401440293,17.0274540233382,3.27218877225609e-50,5.61657386550799e-50,102.456233239928,0.0876054869190734,0.480365884984967,0.392760398065894,"15",76634516,"F","I","ISL2","3'UTR","island","3'UTR-island","chr15:76632262-76635515",NA,NA,"","","","UP"
"cg07927379",0.301844728985372,0.218120378372007,17.0189321547566,3.57117501881693e-50,6.12725325676661e-50,102.368921228137,0.0889589129457095,0.390803641931079,0.30184472898537,"7",156433108,"F","I","C7orf13","Body","island","Body-island","chr7:156432433-156433670",NA,NA,"","","rs74424274","UP"
"cg18450555",-0.249125735827241,0.166100428642863,-16.9995812524831,4.35535422020998e-50,7.4711764179947e-50,102.170691541409,0.272703069089869,0.0235773332626278,-0.249125735827241,"12",133066067,"R","I","FBRSL1","TSS1500","island","TSS1500-island","chr12:133065843-133066393",NA,NA,"","","","NO"
"cg09852601",-0.329087919293937,0.281206343274393,-16.9839026613437,5.11517879314301e-50,8.7727784105762e-50,102.010114308149,0.422025359902496,0.0929374406085587,-0.329087919293938,"17",72732955,"R","I","RAB37","TSS200","island","TSS200-island","chr17:72732848-72733545",TRUE,TRUE,"","","","DOWN"
"cg06239037",-0.357996971752016,0.234555441490776,-16.9805456384463,5.29434696411149e-50,9.07819674429134e-50,101.975736211698,0.387744843356755,0.0297478716047383,-0.357996971752017,"3",38180103,"R","I","ACAA1","TSS1500","island","TSS1500-island","chr3:38179857-38180689",TRUE,NA,"high-CpG:38155102-38155205","","","DOWN"
"cg23098599",-0.252201389895233,0.163943866541467,-16.975401783226,5.58111643366264e-50,9.56795540464143e-50,101.923062474582,0.271862600822218,0.0196612109269851,-0.252201389895233,"19",15235953,"F","I","ILVBL","5'UTR","island","5'UTR-island","chr19:15235912-15236631",NA,NA,"high-CpG:15096941-15097010","","","NO"
"cg14661946",-0.293793685543501,0.197314394835999,-16.9661983655519,6.1334668720501e-50,1.05127169161072e-49,101.828826416916,0.323030762603451,0.0292370770599488,-0.293793685543502,"1",116694919,"R","I","","IGR","island","IGR-island","chr1:116694664-116694983",NA,NA,"","","","NO"
"cg10512745",-0.369924326830919,0.534438947157867,-16.9623275112805,6.38179012966675e-50,1.09360973832279e-49,101.789194905899,0.692732147476215,0.322807820645294,-0.369924326830921,"1",50884480,"R","I","DMRTA2","Body","island","Body-island","chr1:50884228-50891471",NA,NA,"","","","DOWN"
"cg11957331",-0.358973665976716,0.541089438349633,-16.9659793167993,6.49614699216493e-50,1.11297809623761e-49,101.773120305599,NA,0.336081167570388,NA,"19",42828156,"F","I","TMEM145","Body","island","Body-island","chr19:42827743-42829149",NA,NA,"","","","DOWN"
"cg20638016",-0.270800527120629,0.209327899666685,-16.9541223854344,6.94187001315781e-50,1.18909948923355e-49,101.705193332286,0.325205334527606,0.0544048074069762,-0.27080052712063,"11",122852694,"F","I","BSX","TSS1500","island","TSS1500-island","chr11:122852411-122852699",TRUE,TRUE,"","","","NO"
"cg18430208",-0.37402429136401,0.38334332842814,-16.9677456288311,7.12854715672035e-50,1.22082580867654e-49,101.684338046919,NA,NA,NA,"X",15756384,"R","II","CA5B","TSS200","island","TSS200-island","chrX:15756051-15756636",TRUE,TRUE,"","","","DOWN"
"cg03623394",-0.264136349834397,0.169436259336021,-16.9463208853396,7.51986437964716e-50,1.28757833628966e-49,101.62533168399,0.282462046241902,0.0183256964075048,-0.264136349834397,"4",1005876,"F","I","FGFRL1","5'UTR","shore","5'UTR-shore","chr4:1005930-1006282",NA,NA,"","","","NO"
"cg21899310",-0.287456026636214,0.179837328087332,-16.9359686093619,8.36170983292409e-50,1.43142876934934e-49,101.519370161113,0.302841767392131,0.0153857407559164,-0.287456026636215,"11",57365725,"F","I","SERPING1","1stExon","opensea","1stExon-opensea","",TRUE,NA,"","","","NO"
"cg21011133",-0.469594543621379,0.542976129481408,-17.4474023391398,1.06525667501951e-49,1.82135781070671e-49,101.478572275863,NA,NA,NA,"2",25142198,"F","I","ADCY3","TSS200","shore","TSS200-shore","chr2:25142472-25143689",NA,NA,"","","","DOWN"
"cg11118396",-0.401871832423683,0.259231645469111,-16.9298103969349,8.90649561726916e-50,1.52437747155637e-49,101.456343627286,0.431195406320175,0.0293235738964922,-0.401871832423683,"8",142427930,"R","I","","IGR","island","IGR-island","chr8:142427854-142428351",NA,TRUE,"","","","DOWN"
"cg03850451",-0.330509972575988,0.233527315002396,-16.92950785982,9.97207302185477e-50,1.70640512135548e-49,101.346824240624,NA,0.045105741851599,NA,"4",183728026,"F","I","","IGR","island","IGR-island","chr4:183727549-183728353",NA,TRUE,"","","rs75880203","DOWN"
"cg17218045",-0.413062559671032,0.494688375410228,-16.9429901927364,1.02622679817406e-49,1.75570318901211e-49,101.32385394076,NA,NA,NA,"1",26758308,"R","I","DHDDS","TSS1500","shore","TSS1500-shore","chr1:26758492-26758856",NA,NA,"","","","DOWN"
"cg21985352",-0.309993299807138,0.197900470296647,-16.91475284571,1.03925815618215e-49,1.77763362750731e-49,101.30225630953,0.330548766028073,0.0205554662209352,-0.309993299807138,"17",76356152,"R","I","SOCS3","1stExon","island","1stExon-island","chr17:76354818-76357038",NA,NA,"high-CpG:73867500-73868871","","","DOWN"
"cg21562071",-0.335554575074737,0.240877344746936,-16.9135817395125,1.05180487265895e-49,1.79872628581225e-49,101.29027330512,0.384463488499847,0.0489089134251092,-0.335554575074738,"17",4938686,"F","I","GPR172B","5'UTR","opensea","5'UTR-opensea","",NA,NA,"","","","DOWN"
"cg21276809",-0.391478614608846,0.273616195907307,-16.9154570763971,1.08982973642421e-49,1.86299112299731e-49,101.257120658509,0.440610569971221,NA,NA,"6",100677068,"F","I","","IGR","island","IGR-island","chr6:100676823-100677098",TRUE,TRUE,"","","","DOWN"
"cg18171204",-0.253876011866921,0.18854631884295,-16.9130676523816,1.11681840687391e-49,1.90873587786919e-49,101.232693699766,0.296843079149819,NA,NA,"10",102778767,"F","I","PDZD7","Body","island","Body-island","chr10:102778604-102778922",NA,TRUE,"","","","NO"
"cg25820728",-0.329974700131441,0.736051882731576,-16.9179101921053,1.12281921849389e-49,1.91859925369154e-49,101.229667031897,0.876368227179993,NA,NA,"7",1684706,"F","I","","IGR","shelf","IGR-shelf","chr7:1686716-1687008",NA,NA,"","","","DOWN"
"cg20302133",0.362070499999415,0.263087636406808,16.8996186351576,1.21358207475368e-49,2.07326475511088e-49,101.147413158674,0.108155143383803,0.470225643383216,0.362070499999413,"1",111217194,"F","I","KCNA3","1stExon","island","1stExon-island","chr1:111216244-111217937",NA,NA,"","rs361501","","UP"
"cg24033330",0.339586518742539,0.227455185099403,16.8918632163082,1.31393923467439e-49,2.24425441964218e-49,101.068076055811,0.0821437445212012,0.421730263263739,0.339586518742538,"20",39317034,"R","I","MAFB","1stExon","island","1stExon-island","chr20:39316550-39319987",NA,NA,"","","","UP"
"cg15638709",0.305217096427114,0.170985147265989,16.9113941638238,1.3401672820654e-49,2.2885849293488e-49,101.057663640803,0.0420201769446743,NA,NA,"10",110226387,"F","I","","IGR","island","IGR-island","chr10:110225927-110226465",NA,NA,"","rs7906414","","UP"
"cg22215737",-0.287829117832394,0.198699542943734,-16.8890933333155,1.35175668581637e-49,2.3079042209912e-49,101.039742289636,0.32186363057434,0.0340345127419456,-0.287829117832395,"17",4643257,"F","I","CXCL16","TSS200","island","TSS200-island","chr17:4642038-4643410",NA,NA,"high-CpG:4589552-4590025","","","NO"
"cg04037038",-0.40251961974551,0.297971966515645,-16.8710569363025,1.62604547416658e-49,2.77564035373674e-49,100.85526761509,0.470212920081165,0.067693300335655,-0.40251961974551,"2",183732062,"R","I","FRZB","TSS1500","island","TSS1500-island","chr2:183731819-183732093",TRUE,NA,"","","","DOWN"
"cg00109503",-0.366131821149098,0.233628346738976,-16.8587849883867,1.84380074590363e-49,3.14670305031234e-49,100.729774841033,0.390298707416729,0.0241668862676317,-0.366131821149098,"12",52242166,"F","I","","IGR","island","IGR-island","chr12:52240772-52242547",NA,NA,"","","","DOWN"
"cg22891619",-0.319140265166885,0.20047232926026,-16.8565516416131,1.88645415811468e-49,3.21883946831905e-49,100.706938731749,0.33703467528516,0.017894410118275,-0.319140265166885,"17",72839038,"R","I","GRIN2C","Body","island","Body-island","chr17:72838812-72839751",NA,NA,"","","","DOWN"
"cg04904609",-0.372599149092782,0.73781580683722,-16.9231117306609,1.97351545189596e-49,3.36670371352642e-49,100.692247687929,NA,NA,NA,"10",131691217,"F","I","EBF3","Body","shelf","Body-shelf","chr10:131694674-131694933",NA,NA,"","","","DOWN"
"cg23493260",-0.321975895826892,0.750748734038593,-16.8469764815905,2.19643828669321e-49,3.74623222683443e-49,100.557331055275,0.88809509519552,NA,NA,"11",23674834,"R","I","","IGR","opensea","IGR-opensea","",NA,NA,"","","","DOWN"
"cg09034795",-0.328164101542211,0.774480425895203,-16.8392520266097,2.25202396978003e-49,3.84025479557918e-49,100.530070704715,0.914904134462105,0.58674003291989,-0.328164101542215,"11",63676760,"R","I","MARK2","3'UTR","shore","3'UTR-shore","chr11:63676319-63676649",NA,NA,"","","","DOWN"
"cg03601354",-0.31792054951373,0.213573231613616,-16.8307117943124,2.45778093693557e-49,4.19026570350199e-49,100.442771121623,0.349613652800887,0.0316931032871557,-0.317920549513731,"8",22408966,"F","I","SORBS3","TSS1500","island","TSS1500-island","chr8:22408672-22409635",TRUE,NA,"","","","DOWN"
"cg24613080",0.347366185413091,0.303260743906263,16.8287866376198,2.5066975554737e-49,4.27279154834265e-49,100.423093166437,0.154620329682988,0.501986515096076,0.347366185413088,"17",32484035,"R","I","ACCN1","TSS1500","island","TSS1500-island","chr17:32484007-32484280",NA,TRUE,"","","","UP"
"cg14654886",-0.316101195001895,0.207825274547584,-16.8258204321979,2.58397645839732e-49,4.40361879507368e-49,100.392775084629,0.34308718124607,0.0269859862441742,-0.316101195001895,"4",5710319,"F","I","EVC2","5'UTR","island","5'UTR-island","chr4:5709985-5710495",TRUE,NA,"","","","DOWN"
"cg17088155",-0.304270629886001,0.21555255015351,-16.8249738948565,2.75078007748393e-49,4.68692979141357e-49,100.33261708812,0.345346315349636,NA,NA,"3",130745959,"R","I","NEK11","5'UTR","shore","5'UTR-shore","chr3:130745388-130745840",NA,TRUE,"","","","DOWN"
"cg21972318",-0.340627601104675,0.215410126824975,-16.809088681235,3.06663830354032e-49,5.22404086210763e-49,100.221778337821,0.361167053809302,0.0205394527046262,-0.340627601104675,"11",124632245,"R","I","ESAM","TSS200","island","TSS200-island","chr11:124632063-124633239",TRUE,TRUE,"","","","DOWN"
"cg10364040",0.362108767134259,0.318484564412366,16.809129344575,3.23461185751055e-49,5.50906166312806e-49,100.17083399215,0.164018586823627,NA,NA,"2",176981064,"F","I","HOXD10","TSS1500","island","TSS1500-island","chr2:176980765-176981423",TRUE,NA,"","","","UP"
"cg15247269",-0.293121552179236,0.200668327143043,-16.7951343909318,3.53735650125049e-49,6.02345621921048e-49,100.079194692148,0.326097084354623,0.0329755321753869,-0.293121552179236,"6",31795125,"F","II","HSPA1B","TSS1500","shore","TSS1500-shore","chr6:31795467-31797384",NA,NA,"","rs13217108","","NO"
"cg15420035",-0.310376060273911,0.195313277385746,-16.7908544569546,3.69570897906486e-49,6.29181838416707e-49,100.035467798036,0.328125358991327,0.017749298717415,-0.310376060273912,"5",179232937,"R","I","SQSTM1","TSS1500","island","TSS1500-island","chr5:179232532-179234595",NA,NA,"","","","DOWN"
"cg14792081",-0.313932403600063,0.531105602982565,-16.7824773252893,4.02643494668277e-49,6.85347138235286e-49,99.949887889555,0.665439468709105,0.351507065109039,-0.313932403600066,"1",65468460,"F","I","","IGR","island","IGR-island","chr1:65468272-65468828",TRUE,NA,"","","","DOWN"
"cg22865720",0.30737676777117,0.299989433207381,16.7582659631002,5.15797958529783e-49,8.77770655033164e-49,99.7025987708198,0.168460769789021,0.475837537560189,0.307376767771168,"1",1981816,"F","I","PRKCZ","TSS200","island","TSS200-island","chr1:1981251-1983212",TRUE,NA,"high-CpG:1971469-1971780","rs56380654","","UP"
